row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison
571,469,"Chen, Sanayei, Thiele",2014,Stimulus Roving and Flankers Affect Perceptual Learning of Contrast Discrimination in Macaca mulatta,PLOS ONE,rhesus macaque,2,0,0,adult,Newcastle University,no,NA,no
572,176,"Truppa, Carducci, Trapanese, Hanus",2015,Does Presentation Format Influence Visual Size Discrimination in Tufted Capuchin Monkeys (Sapajus spp.)?,PLOS ONE,tufted capuchin,8,4,0,adult,ISTC-CNR Primate Centre,no,NA,no
573,125,"Collet, Fize, VanRullen",2015,Contextual Congruency Effect in Natural Scene Categorization: Different Strategies in Humans and Monkeys (Macaca mulatta),PLOS ONE,rhesus macaque,2,0,0,adult,Centre de Recherche Cerveau & Cognition,no,NA,no
574,269,"Kishimoto, Yamamoto, Suzuki, Toyoda, Kano, Tsukada, Kirino",2015,Implicit Memory in Monkeys: Development of a Delay Eyeblink Conditioning System with Parallel Electromyographic and High-Speed Video Measurements,PLOS ONE,rhesus macaque,5,0,0,adult,Tokushima Bunri University,no,NA,no
575,4,"Beran, Heimbauer",2015,A Longitudinal Assessment of Vocabulary Retention in Symbol-Competent Chimpanzees (Pan troglodytes),PLOS ONE,chimpanzee,4,2,0,adult,Language Research Center,no,NA,no
576,265,"Myowa-Yamakoshi, Yoshida, Hirata",2015,Humans but Not Chimpanzees Vary Face-Scanning Patterns Depending on Contexts during Action Observation,PLOS ONE,chimpanzee,6,4,0,adult,Great Ape Research Institute,no,NA,no
577,303,"Picq, Villain, Gary, Pifferi, Dhenain",2015,Jumping Stand Apparatus Reveals Rapidly Specific Age-Related Cognitive Impairments in Mouse Lemur Primates,PLOS ONE,gray mouse lemur,20,0,0,adult,CNRS National Museum of Natural History,no,NA,no
578,156,"Hattori, Tomonaga, Matsuzawa",2015,Distractor Effect of Auditory Rhythms on Self-Paced Tapping in Chimpanzees and Humans,PLOS ONE,chimpanzee,3,2,0,adult,Primate Research Institute,no,NA,no
579,157,"Mangalam, Desai, Singh",2015,"Division of Labor in Hand Usage Is Associated with Higher Hand Performance in Free-Ranging Bonnet Macaques, Macaca radiata",PLOS ONE,bonnet macaque,16,9,0,mixed,Chamundi Hill range,no,NA,no
580,452,"Kano, Hirata, Call",2015,Social Attention in the Two Species of Pan: Bonobos Make More Eye Contact than Chimpanzees,PLOS ONE,bonobo,6,4,NA,adult,Kumamoto Sanctuary,no,NA,yes
581,452,"Kano, Hirata, Call",2015,Social Attention in the Two Species of Pan: Bonobos Make More Eye Contact than Chimpanzees,PLOS ONE,chimpanzee,6,5,NA,mixed,Kumamoto Sanctuary,no,NA,yes
582,452,"Kano, Hirata, Call",2015,Social Attention in the Two Species of Pan: Bonobos Make More Eye Contact than Chimpanzees,PLOS ONE,bonobo,8,4,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
583,452,"Kano, Hirata, Call",2015,Social Attention in the Two Species of Pan: Bonobos Make More Eye Contact than Chimpanzees,PLOS ONE,chimpanzee,14,8,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
584,112,"Munar, Gómez-Puerto, Call, Nadal",2015,Common Visual Preference for Curved Contours in Humans and Great Apes,PLOS ONE,chimpanzee,7,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
585,112,"Munar, Gómez-Puerto, Call, Nadal",2015,Common Visual Preference for Curved Contours in Humans and Great Apes,PLOS ONE,Western lowland gorilla,2,2,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
586,340,"Blanchard, Hayden",2015,Monkeys Are More Patient in a Foraging Task than in a Standard Intertemporal Choice Task,PLOS ONE,rhesus macaque,4,0,0,adult,University of Rochester,no,NA,no
587,179,"Sclafani, Del Rosso, Seil, Calonder, Madrid, Bone, Sherr, Garner, Capitanio, Parker",2016,Early Predictors of Impaired Social Functioning in Male Rhesus Macaques (Macaca mulatta),PLOS ONE,rhesus macaque,164,0,0,juvenile,California National Primate Research Center,no,NA,no
588,368,"Arroyo, Hirata, Matsuzawa, de la Torre",2016,Nut Cracking Tools Used by Captive Chimpanzees (Pan troglodytes) and Their Comparison with Early Stone Age Percussive Artefacts from Olduvai Gorge,PLOS ONE,chimpanzee,4,3,0,adult,Kumamoto Sanctuary,no,NA,no
589,234,"Kret, Tomonaga",2016,Getting to the Bottom of Face Processing. Species-Specific Inversion Effects for Faces and Behinds in Humans and Chimpanzees (Pan Troglodytes),PLOS ONE,chimpanzee,5,4,0,adult,Primate Research Institute,no,NA,no
590,502,"Juan, Cappe, Alric, Roby, Gilardeau, Barone, Girard",2017,The variability of multisensory processes of natural stimuli in human and non-human primates in a detection task,PLOS ONE,rhesus macaque,2,0,0,adult,Centre de Recherche Cerveau & Cognition,no,NA,no
591,244,"Buttelmann, Buttelmann, Carpenter, Call, Tomasello",2017,Great apes distinguish true from false beliefs in an interactive helping task,PLOS ONE,chimpanzee,23,16,0,mixed,Wolfgang Köhler Primate Research Center,yes,yes,yes
592,244,"Buttelmann, Buttelmann, Carpenter, Call, Tomasello",2017,Great apes distinguish true from false beliefs in an interactive helping task,PLOS ONE,bonobo,5,3,0,adult,Wolfgang Köhler Primate Research Center,yes,yes,yes
593,244,"Buttelmann, Buttelmann, Carpenter, Call, Tomasello",2017,Great apes distinguish true from false beliefs in an interactive helping task,PLOS ONE,orangutan,6,5,0,mixed,Wolfgang Köhler Primate Research Center,yes,yes,yes
594,501,"Gray, Pearce, Thiele, Rowe",2017,The use of preferred social stimuli as rewards for rhesus macaques in behavioural neuroscience,PLOS ONE,rhesus macaque,4,0,NA,adult,Newcastle University,no,NA,no
595,389,"Altschul, Jensen, Terrace",2017,Perceptual category learning of photographic and painterly stimuli in rhesus macaques (Macaca mulatta) and humans,PLOS ONE,rhesus macaque,7,0,0,adult,New York State Psychiatric Institute,no,NA,yes
596,300,"Wallace, Altschul, Körfer, Benti, Kaeser, Lambeth, Waller, Slocombe",2017,Is music enriching for group-housed captive chimpanzees (Pan troglodytes)?,PLOS ONE,chimpanzee,18,10,NA,mixed,Edinburgh Zoo,yes,yes,no
597,300,"Wallace, Altschul, Körfer, Benti, Kaeser, Lambeth, Waller, Slocombe",2017,Is music enriching for group-housed captive chimpanzees (Pan troglodytes)?,PLOS ONE,chimpanzee,38,18,NA,mixed,Michale E. Keeling Center for Comparative Medicine and Research,yes,yes,no
598,222,"Neadle, Allritz, Tennie",2017,Food cleaning in gorillas: Social learning is a possibility but not a necessity,PLOS ONE,Western lowland gorilla,5,4,1,adult,Wolfgang Köhler Primate Research Center,no,NA,no
599,243,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,chimpanzee,16,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
600,243,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,bonobo,7,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
601,243,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,Western lowland gorilla,4,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
602,243,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,orangutan,6,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
603,101,"Perdue, Evans, Beran",2018,"Chimpanzees show some evidence of selectively acquiring information by using tools, making inferences, and evaluating possible outcomes",PLOS ONE,chimpanzee,3,1,0,adult,Language Research Center,no,NA,no
604,424,"Acikalin, Watson, Fitzsimons, Platt",2018,Rhesus macaques form preferences for brand logos through sex and social status based advertising,PLOS ONE,rhesus macaque,10,5,0,adult,Duke University,no,NA,no
605,402,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,bonobo,6,4,0,adult,Kumamoto Sanctuary,no,NA,yes
606,402,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,bonobo,6,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
607,402,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,chimpanzee,6,5,0,mixed,Kumamoto Sanctuary,no,NA,yes
608,402,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,chimpanzee,15,9,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
609,402,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,orangutan,7,4,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
610,402,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,rhesus macaque,7,0,1,adult,Rockefeller University,no,NA,yes
611,42,"Matsuno, Fujita",2018,Body inversion effect in monkeys,PLOS ONE,tufted capuchin,4,2,0,adult,Primate Research Institute,no,NA,no
612,326,"Tiddi, Heistermann, Fahy, Wheeler",2018,Male resource defense mating system in primates? An experimental test in wild capuchin monkeys,PLOS ONE,tufted capuchin,12,12,NA,adult,Iguazú Falls National Park,no,NA,no
613,206,"Wilson, Tomonaga",2018,Exploring attentional bias towards threatening faces in chimpanzees using the dot probe task,PLOS ONE,chimpanzee,8,6,NA,adult,Primate Research Institute,no,NA,no
614,278,"Gazes, Lutz, Meyer, Hassett, Hampton",2019,"Influences of demographic, seasonal, and social factors on automated touchscreen computer use by rhesus monkeys (Macaca mulatta) in a large naturalistic group",PLOS ONE,rhesus macaque,128,88,0,mixed,Yerkes National Primate Research Center,no,NA,no
615,174,"Schubiger, Kissling, Burkart",2019,Does opportunistic testing bias cognitive performance in primates? Learning from drop-outs,PLOS ONE,common marmoset,27,14,0,adult,Anthropological Institute Primate Research Station,no,NA,yes
616,174,"Schubiger, Kissling, Burkart",2019,Does opportunistic testing bias cognitive performance in primates? Learning from drop-outs,PLOS ONE,common squirrel monkey,8,0,0,adult,Anthropological Institute Primate Research Station,no,NA,yes
617,375,"Laumer, Auersperg, Bugnyar, Call",2019,Orangutans (Pongo abelii) make flexible decisions relative to reward quality and tool functionality in a multi-dimensional tool-use task,PLOS ONE,orangutan,6,4,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
618,263,"Schnoell, Dittmann, Fichtel",2014,Human-introduced long-term traditions in wild redfronted lemurs?,Animal Cognition,red lemur,29,14,NA,mixed,German Primate Center research station,no,NA,no
619,497,"Rakotonirina, Kappeler, Fichtel",2016,The role of acoustic signals for species recognition in redfronted lemurs (Eulemur rufifrons),BMC Evolutionary Biology,red lemur,37,19,NA,mixed,German Primate Center research station,no,NA,no
620,498,"Rakotonirina, Kappeler, Fichtel",2018,The role of facial pattern variation for species recognition in redfronted lemurs (Eulemur rufifrons),BMC Evolutionary Biology,red lemur,15,8,NA,adult,German Primate Center research station,no,NA,no
621,25,"Henke-von der Malsburg, Fichtel",2018,Are generalists more innovative than specialists? A comparison of innovative mouse lemur species,Royal Society Open Science,gray mouse lemur,36,11,NA,mixed,German Primate Center research station,no,NA,yes
622,25,"Henke-von der Malsburg, Fichtel",2018,Are generalists more innovative than specialists? A comparison of innovative mouse lemur species,Royal Society Open Science,Madame Berthe's mouse lemur,9,9,NA,mixed,German Primate Center research station,no,NA,yes
623,315,"Huebner, Fichtel, Kappeler",2018,Linking cognition with fitness in a wild primate: fitness correlates of problem-solving performance and spatial learning ability,Philosophical Transactions of the Royal Society B,gray mouse lemur,97,44,NA,mixed,German Primate Center research station,no,NA,no
624,286,"Kittler, Kappeler, Fichtel",2018,"Instrumental Problem-Solving Abilities in Three Lemur Species (Microcebus murinus, Varecia variegata, and Lemur catta)",Journal of Comparative Psychology,ring-tailed lemur,29,14,0,mixed,Affenwald Straußberg,no,NA,yes
625,286,"Kittler, Kappeler, Fichtel",2018,"Instrumental Problem-Solving Abilities in Three Lemur Species (Microcebus murinus, Varecia variegata, and Lemur catta)",Journal of Comparative Psychology,gray mouse lemur,16,9,0,mixed,Affenwald Straußberg,no,NA,yes
626,286,"Kittler, Kappeler, Fichtel",2018,"Instrumental Problem-Solving Abilities in Three Lemur Species (Microcebus murinus, Varecia variegata, and Lemur catta)",Journal of Comparative Psychology,black-and-white ruffed lemur,13,6,0,mixed,Affenwald Straußberg,no,NA,yes
627,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,white-faced saki,3,1,NA,NA,Faunia Zoo,no,NA,yes
628,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,golden lion tamarin,2,0,NA,adult,Faunia Zoo,no,NA,yes
629,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,white-faced marmoset,2,1,NA,adult,Faunia Zoo,no,NA,yes
630,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,pygmy slow loris,2,1,NA,adult,Faunia Zoo,no,NA,yes
631,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,common marmoset,3,0,NA,adult,Faunia Zoo,no,NA,yes
632,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,cotton-top tamarin,2,1,NA,adult,Faunia Zoo,no,NA,yes
633,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,emperor tamarin,2,0,NA,NA,Faunia Zoo,no,NA,yes
634,365,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,pygmy marmoset,2,1,NA,adult,Faunia Zoo,no,NA,yes
635,295,"Tecwyn, Denison, Messer, Buchsbaum",2017,Intuitive probabilistic inference in capuchin monkeys,Animal Cognition,tufted capuchin,19,6,NA,mixed,Edinburgh Zoo,no,NA,no
636,431,"Taubert, Weldon, Parr",2017,Robust representations of individual faces in chimpanzees (Pan troglodytes) but not monkeys (Macaca mulatta),Animal Cognition,chimpanzee,5,2,NA,adult,Yerkes National Primate Research Center,no,NA,no
637,431,"Taubert, Weldon, Parr",2017,Robust representations of individual faces in chimpanzees (Pan troglodytes) but not monkeys (Macaca mulatta),Animal Cognition,rhesus macaque,5,3,NA,adult,Yerkes National Primate Research Center,no,NA,no
638,63,"Cohen, Santos",2017,Capuchins (Cebus apella) fail to show an asymmetric dominance effect,Animal Cognition,tufted capuchin,7,4,NA,adult,Comparative Cognition Laboratory at Yale,no,NA,no
639,236,"Truppa, Carducci, De Simone, Bisazza, De Lillo",2017,Global/local processing of hierarchical visual stimuli in a conflict–choice task by capuchin monkeys (Sapajus spp.),Animal Cognition,tufted capuchin,6,3,NA,adult,ISTC-CNR Primate Centre,no,NA,no
640,70,"Hassett, Hampton",2017,Change in the relative contributions of habit and working memory facilitates serial reversal learning expertise in rhesus monkeys,Animal Cognition,rhesus macaque,6,0,NA,adult,Yerkes National Primate Research Center,no,NA,no
641,285,"Renner, Abramo, Hambright, Phillips",2017,Insightful problem solving and emulation in brown capuchin monkeys,Animal Cognition,tufted capuchin,7,4,NA,mixed,Southwest National Primate Center,no,NA,no
642,122,"van Leeuwen, Call",2017,Conservatism and “copy-if-better” in chimpanzees (Pan troglodytes),Animal Cognition,chimpanzee,12,6,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no
